ID,Retailer,Retailer ID,Invoice Date,Region,State,City,Gender Type,Product Category,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method
9140,West Gear,1128299,17-06-2020,West,Washington,Seattle,Men,Apparel,59,56,3304,1321.6,0.4,Online
9141,West Gear,1128299,18-06-2020,West,Washington,Seattle,Women,Apparel,78,88,6864,2196.48,0.32,Online
9142,West Gear,1128299,19-06-2020,West,Washington,Seattle,Men,Street Footwear,55,165,9075,3720.75,0.41,Online
9143,West Gear,1128299,20-06-2020,West,Washington,Seattle,Men,Athletic Footwear,60,108,6480,2462.4,0.38,Online
9144,West Gear,1128299,21-06-2020,West,Washington,Seattle,Women,Street Footwear,61,120,7320,2781.6,0.38,Online
9145,West Gear,1128299,22-06-2020,West,Washington,Seattle,Women,Athletic Footwear,59,90,5310,2336.4,0.44,Online
9146,West Gear,1128299,23-06-2020,West,Washington,Seattle,Men,Apparel,60,52,3120,1185.6,0.38,Online
9147,West Gear,1128299,24-06-2020,West,Washington,Seattle,Women,Apparel,75,125,9375,3093.75,0.33,Online
9148,West Gear,1128299,25-06-2020,West,Washington,Seattle,Men,Street Footwear,71,195,13845,5814.9,0.42,Online
9149,West Gear,1128299,26-06-2020,West,Washington,Seattle,Men,Athletic Footwear,74,188,13912,5147.44,0.37,Online
9150,West Gear,1128299,27-06-2020,West,Washington,Seattle,Women,Street Footwear,72,163,11736,4459.68,0.38,Online
9151,West Gear,1128299,28-06-2020,West,Washington,Seattle,Women,Athletic Footwear,75,125,9375,3750,0.4,Online
9152,West Gear,1128299,29-06-2020,West,Washington,Seattle,Men,Apparel,82,105,8610,3357.9,0.39,Online
9153,West Gear,1128299,30-06-2020,West,Washington,Seattle,Women,Apparel,98,182,17836,6064.24,0.34,Online
9154,West Gear,1128299,01-07-2020,West,Washington,Seattle,Men,Street Footwear,73,239,17447,6978.8,0.4,Online
9155,West Gear,1128299,02-07-2020,West,Washington,Seattle,Men,Athletic Footwear,82,182,14924,5372.64,0.36,Online
9156,West Gear,1128299,03-07-2020,West,Washington,Seattle,Women,Street Footwear,78,175,13650,4777.5,0.35,Online
9157,West Gear,1128299,04-07-2020,West,Washington,Seattle,Women,Athletic Footwear,78,137,10686,4381.26,0.41,Online
9158,West Gear,1128299,05-07-2020,West,Washington,Seattle,Men,Apparel,77,144,11088,3880.8,0.35,Online
9159,West Gear,1128299,06-07-2020,West,Washington,Seattle,Women,Apparel,95,155,14725,5153.75,0.35,Online
9160,West Gear,1128299,07-07-2020,West,Washington,Seattle,Men,Street Footwear,80,217,17360,7812,0.45,Online
9161,West Gear,1128299,08-07-2020,West,Washington,Seattle,Men,Athletic Footwear,77,210,16170,6306.3,0.39,Online
9162,West Gear,1128299,09-07-2020,West,Washington,Seattle,Women,Street Footwear,73,163,11899,4164.65,0.35,Online
9163,West Gear,1128299,10-07-2020,West,Washington,Seattle,Women,Athletic Footwear,74,155,11470,5046.8,0.44,Online
9164,West Gear,1128299,11-07-2020,West,Washington,Seattle,Men,Apparel,71,155,11005,4291.95,0.39,Online
9165,West Gear,1128299,12-07-2020,West,Washington,Seattle,Women,Apparel,76,108,8208,2708.64,0.33,Online
9166,West Gear,1128299,13-07-2020,West,Washington,Seattle,Men,Street Footwear,64,156,9984,4093.44,0.41,Online
9167,West Gear,1128299,14-07-2020,West,Washington,Seattle,Men,Athletic Footwear,71,174,12354,4323.9,0.35,Online
9168,West Gear,1128299,15-07-2020,West,Washington,Seattle,Women,Street Footwear,63,135,8505,3146.85,0.37,Online
9169,West Gear,1128299,16-07-2020,West,Washington,Seattle,Women,Athletic Footwear,67,112,7504,3001.6,0.4,Online
9170,West Gear,1128299,17-07-2020,West,Washington,Seattle,Men,Apparel,72,111,7992,3196.8,0.4,Online
9171,West Gear,1128299,18-07-2020,West,Washington,Seattle,Women,Apparel,62,113,7006,2452.1,0.35,Online
9172,West Gear,1128299,19-07-2020,West,Washington,Seattle,Men,Street Footwear,58,149,8642,3456.8,0.4,Online
9173,West Gear,1128299,20-07-2020,West,Washington,Seattle,Men,Athletic Footwear,64,138,8832,3267.84,0.37,Online
9174,West Gear,1128299,21-07-2020,West,Washington,Seattle,Women,Street Footwear,56,113,6328,2278.08,0.36,Online
9175,West Gear,1128299,22-07-2020,West,Washington,Seattle,Women,Athletic Footwear,58,98,5684,2500.96,0.44,Online
9176,West Gear,1128299,23-07-2020,West,Washington,Seattle,Men,Apparel,69,94,6486,2270.1,0.35,Online
9177,West Gear,1128299,24-07-2020,West,Washington,Seattle,Women,Apparel,71,101,7171,2509.85,0.35,Online
9178,West Gear,1128299,25-07-2020,West,Washington,Seattle,Men,Street Footwear,54,162,8748,3849.12,0.44,Online
9179,West Gear,1128299,26-07-2020,West,Washington,Seattle,Men,Athletic Footwear,60,188,11280,4173.6,0.37,Online
9180,West Gear,1128299,27-07-2020,West,Washington,Seattle,Women,Street Footwear,54,124,6696,2477.52,0.37,Online
9181,West Gear,1128299,28-07-2020,West,Washington,Seattle,Women,Athletic Footwear,69,117,8073,3471.39,0.43,Online
9182,West Gear,1128299,29-07-2020,West,Washington,Seattle,Men,Apparel,85,115,9775,3910,0.4,Online
9183,West Gear,1128299,30-07-2020,West,Washington,Seattle,Women,Apparel,88,138,12144,3764.64,0.31,Online
9184,West Gear,1128299,31-07-2020,West,Washington,Seattle,Men,Street Footwear,78,188,14664,5865.6,0.4,Online
9185,West Gear,1128299,01-08-2020,West,Washington,Seattle,Men,Athletic Footwear,77,195,15015,5705.7,0.38,Online
9186,West Gear,1128299,02-08-2020,West,Washington,Seattle,Women,Street Footwear,73,138,10074,3928.86,0.39,Online
9187,West Gear,1128299,03-08-2020,West,Washington,Seattle,Women,Athletic Footwear,76,138,10488,4509.84,0.43,Online
9188,West Gear,1128299,04-08-2020,West,Washington,Seattle,Men,Apparel,82,133,10906,4144.28,0.38,Online
9189,West Gear,1128299,05-08-2020,West,Washington,Seattle,Women,Apparel,86,150,12900,4386,0.34,Online
9190,West Gear,1128299,24-01-2021,West,Utah,Salt Lake City,Men,Street Footwear,30,350,105000,36750,0.35,In-store
9191,West Gear,1128299,24-01-2021,West,Utah,Salt Lake City,Men,Athletic Footwear,40,350,140000,49000,0.35,In-store
9192,West Gear,1128299,24-01-2021,West,Utah,Salt Lake City,Women,Street Footwear,40,350,140000,49000,0.35,In-store
9193,West Gear,1128299,24-01-2021,West,Utah,Salt Lake City,Women,Athletic Footwear,40,200,80000,28000,0.35,In-store
9194,West Gear,1128299,24-01-2021,West,Utah,Salt Lake City,Men,Apparel,45,150,67500,27000,0.4,In-store
9195,West Gear,1128299,24-01-2021,West,Utah,Salt Lake City,Women,Apparel,40,400,160000,48000,0.3,In-store
9196,West Gear,1128299,24-02-2021,West,Utah,Salt Lake City,Men,Street Footwear,30,450,135000,47250,0.35,In-store
9197,West Gear,1128299,24-02-2021,West,Utah,Salt Lake City,Men,Athletic Footwear,40,350,140000,49000,0.35,In-store
9198,West Gear,1128299,24-02-2021,West,Utah,Salt Lake City,Women,Street Footwear,40,350,140000,49000,0.35,In-store
9199,West Gear,1128299,24-01-2021,West,Utah,Salt Lake City,Men,Street Footwear,27,98,2646,1270.08,0.48,Online
9200,West Gear,1128299,24-01-2021,West,Utah,Salt Lake City,Men,Athletic Footwear,39,105,4095,2006.55,0.49,Online
9201,West Gear,1128299,24-01-2021,West,Utah,Salt Lake City,Women,Street Footwear,39,105,4095,1965.6,0.48,Online
9202,West Gear,1128299,24-01-2021,West,Utah,Salt Lake City,Women,Athletic Footwear,39,58,2262,1040.52,0.46,Online
9203,West Gear,1128299,24-01-2021,West,Utah,Salt Lake City,Men,Apparel,42,44,1848,1016.4,0.55,Online
9204,West Gear,1128299,24-01-2021,West,Utah,Salt Lake City,Women,Apparel,39,108,4212,1811.16,0.43,Online
9205,West Gear,1128299,24-02-2021,West,Utah,Salt Lake City,Men,Street Footwear,29,117,3393,1526.85,0.45,Online
9206,West Gear,1128299,24-02-2021,West,Utah,Salt Lake City,Men,Athletic Footwear,39,91,3549,1703.52,0.48,Online
9207,West Gear,1128299,24-02-2021,West,Utah,Salt Lake City,Women,Street Footwear,36,88,3168,1425.6,0.45,Online
9208,West Gear,1128299,24-01-2021,West,Utah,Salt Lake City,Men,Street Footwear,24,109,2616,967.92,0.37,Outlet
9209,West Gear,1128299,24-01-2021,West,Utah,Salt Lake City,Men,Athletic Footwear,29,123,3567,1426.8,0.4,Outlet
9210,West Gear,1128299,24-01-2021,West,Utah,Salt Lake City,Women,Street Footwear,31,105,3255,1269.45,0.39,Outlet
9211,West Gear,1128299,24-01-2021,West,Utah,Salt Lake City,Women,Athletic Footwear,30,68,2040,775.2,0.38,Outlet
9212,West Gear,1128299,24-01-2021,West,Utah,Salt Lake City,Men,Apparel,35,53,1855,853.3,0.46,Outlet
9213,West Gear,1128299,24-01-2021,West,Utah,Salt Lake City,Women,Apparel,28,132,3696,1256.64,0.34,Outlet
9214,West Gear,1128299,24-02-2021,West,Utah,Salt Lake City,Men,Street Footwear,22,153,3366,1380.06,0.41,Outlet
9215,West Gear,1128299,24-02-2021,West,Utah,Salt Lake City,Men,Athletic Footwear,29,123,3567,1498.14,0.42,Outlet
9216,West Gear,1128299,24-02-2021,West,Utah,Salt Lake City,Women,Street Footwear,28,123,3444,1274.28,0.37,Outlet
9217,West Gear,1128299,24-02-2021,West,Oregon,Portland,Women,Athletic Footwear,40,200,80000,28000,0.35,In-store
9218,West Gear,1128299,24-02-2021,West,Oregon,Portland,Men,Apparel,45,125,56250,22500,0.4,In-store
9219,West Gear,1128299,24-02-2021,West,Oregon,Portland,Women,Apparel,40,325,130000,39000,0.3,In-store
9220,West Gear,1128299,23-03-2021,West,Oregon,Portland,Men,Street Footwear,40,475,190000,66500,0.35,In-store
9221,West Gear,1128299,23-03-2021,West,Oregon,Portland,Men,Athletic Footwear,50,325,162500,56875,0.35,In-store
9222,West Gear,1128299,23-03-2021,West,Oregon,Portland,Women,Street Footwear,55,350,192500,67375,0.35,In-store
9223,West Gear,1128299,23-03-2021,West,Oregon,Portland,Women,Athletic Footwear,50,250,125000,43750,0.35,In-store
9224,West Gear,1128299,23-03-2021,West,Oregon,Portland,Men,Apparel,55,100,55000,22000,0.4,In-store
9225,West Gear,1128299,23-03-2021,West,Oregon,Portland,Women,Apparel,50,300,150000,45000,0.3,In-store
9226,West Gear,1128299,24-04-2021,West,Oregon,Portland,Men,Street Footwear,55,475,261250,91437.5,0.35,In-store
9227,West Gear,1128299,24-04-2021,West,Oregon,Portland,Men,Athletic Footwear,60,275,165000,57750,0.35,In-store
9228,West Gear,1128299,24-04-2021,West,Oregon,Portland,Women,Street Footwear,60,325,195000,68250,0.35,In-store
9229,West Gear,1128299,24-04-2021,West,Oregon,Portland,Women,Athletic Footwear,45,225,101250,35437.5,0.35,In-store
9230,West Gear,1128299,24-04-2021,West,Oregon,Portland,Men,Apparel,50,125,62500,25000,0.4,In-store
9231,West Gear,1128299,24-04-2021,West,Oregon,Portland,Women,Apparel,65,300,195000,58500,0.3,In-store
9232,West Gear,1128299,25-05-2021,West,Oregon,Portland,Men,Street Footwear,50,500,250000,87500,0.35,In-store
9233,West Gear,1128299,25-05-2021,West,Oregon,Portland,Men,Athletic Footwear,55,350,192500,67375,0.35,In-store
9234,West Gear,1128299,25-05-2021,West,Oregon,Portland,Women,Street Footwear,55,350,192500,67375,0.35,In-store
9235,West Gear,1128299,25-05-2021,West,Oregon,Portland,Women,Athletic Footwear,50,275,137500,48125,0.35,In-store
9236,West Gear,1128299,25-05-2021,West,Oregon,Portland,Men,Apparel,45,175,78750,31500,0.4,In-store
9237,West Gear,1128299,25-05-2021,West,Oregon,Portland,Women,Apparel,60,525,315000,94500,0.3,In-store
9238,West Gear,1128299,24-06-2021,West,Oregon,Portland,Men,Street Footwear,55,775,426250,149187.5,0.35,In-store
9239,West Gear,1128299,24-06-2021,West,Oregon,Portland,Men,Athletic Footwear,65,650,422500,147875,0.35,In-store
9240,West Gear,1128299,24-06-2021,West,Oregon,Portland,Women,Street Footwear,80,650,520000,182000,0.35,In-store
9241,West Gear,1128299,24-06-2021,West,Oregon,Portland,Women,Athletic Footwear,80,525,420000,147000,0.35,In-store
9242,West Gear,1128299,24-06-2021,West,Oregon,Portland,Men,Apparel,90,400,360000,144000,0.4,In-store
9243,West Gear,1128299,24-06-2021,West,Oregon,Portland,Women,Apparel,105,700,735000,220500,0.3,In-store
9244,West Gear,1128299,23-07-2021,West,Oregon,Portland,Men,Street Footwear,85,850,722500,252875,0.35,In-store
9245,West Gear,1128299,23-07-2021,West,Oregon,Portland,Men,Athletic Footwear,90,700,630000,220500,0.35,In-store
9246,West Gear,1128299,23-07-2021,West,Oregon,Portland,Women,Street Footwear,90,650,585000,204750,0.35,In-store
9247,West Gear,1128299,23-07-2021,West,Oregon,Portland,Women,Athletic Footwear,85,550,467500,163625,0.35,In-store
9248,West Gear,1128299,23-07-2021,West,Oregon,Portland,Men,Apparel,90,600,540000,216000,0.4,In-store
9249,West Gear,1128299,23-07-2021,West,Oregon,Portland,Women,Apparel,105,600,630000,189000,0.3,In-store
9250,West Gear,1128299,24-08-2021,West,Oregon,Portland,Men,Street Footwear,90,800,720000,252000,0.35,In-store
9251,West Gear,1128299,24-08-2021,West,Oregon,Portland,Men,Athletic Footwear,80,775,620000,217000,0.35,In-store
9252,West Gear,1128299,24-08-2021,West,Oregon,Portland,Women,Street Footwear,70,650,455000,159250,0.35,In-store
9253,West Gear,1128299,24-08-2021,West,Oregon,Portland,Women,Athletic Footwear,70,425,297500,104125,0.35,In-store
9254,West Gear,1128299,24-08-2021,West,Oregon,Portland,Men,Apparel,70,425,297500,119000,0.4,In-store
9255,West Gear,1128299,24-08-2021,West,Oregon,Portland,Women,Apparel,75,250,187500,56250,0.3,In-store
9256,West Gear,1128299,25-09-2021,West,Oregon,Portland,Men,Street Footwear,50,450,225000,78750,0.35,In-store
9257,West Gear,1128299,25-09-2021,West,Oregon,Portland,Men,Athletic Footwear,55,450,247500,86625,0.35,In-store
9258,West Gear,1128299,25-09-2021,West,Oregon,Portland,Women,Street Footwear,50,250,125000,43750,0.35,In-store
9259,West Gear,1128299,25-09-2021,West,Oregon,Portland,Women,Athletic Footwear,50,200,100000,35000,0.35,In-store
9260,West Gear,1128299,25-09-2021,West,Oregon,Portland,Men,Apparel,60,225,135000,54000,0.4,In-store
9261,West Gear,1128299,25-09-2021,West,Oregon,Portland,Women,Apparel,45,250,112500,33750,0.3,In-store
9262,West Gear,1128299,24-10-2021,West,Oregon,Portland,Men,Street Footwear,40,350,140000,49000,0.35,In-store
9263,West Gear,1128299,24-10-2021,West,Oregon,Portland,Men,Athletic Footwear,55,525,288750,101062.5,0.35,In-store
9264,West Gear,1128299,24-10-2021,West,Oregon,Portland,Women,Street Footwear,50,350,175000,61250,0.35,In-store
9265,West Gear,1128299,24-10-2021,West,Oregon,Portland,Women,Athletic Footwear,45,325,146250,51187.5,0.35,In-store
9266,West Gear,1128299,24-10-2021,West,Oregon,Portland,Men,Apparel,55,300,165000,66000,0.4,In-store
9267,West Gear,1128299,24-10-2021,West,Oregon,Portland,Women,Apparel,60,350,210000,63000,0.3,In-store
9268,West Gear,1128299,24-11-2021,West,Oregon,Portland,Men,Street Footwear,45,575,258750,90562.5,0.35,In-store
9269,West Gear,1128299,24-11-2021,West,Oregon,Portland,Men,Athletic Footwear,50,650,325000,113750,0.35,In-store
9270,West Gear,1128299,24-11-2021,West,Oregon,Portland,Women,Street Footwear,45,475,213750,74812.5,0.35,In-store
9271,West Gear,1128299,24-11-2021,West,Oregon,Portland,Women,Athletic Footwear,55,450,247500,86625,0.35,In-store
9272,West Gear,1128299,24-11-2021,West,Oregon,Portland,Men,Apparel,75,425,318750,127500,0.4,In-store
9273,West Gear,1128299,24-11-2021,West,Oregon,Portland,Women,Apparel,80,550,440000,132000,0.3,In-store
9274,West Gear,1128299,23-12-2021,West,Oregon,Portland,Men,Street Footwear,65,750,487500,170625,0.35,In-store
9275,West Gear,1128299,23-12-2021,West,Oregon,Portland,Men,Athletic Footwear,75,750,562500,196875,0.35,In-store
9276,West Gear,1128299,23-12-2021,West,Oregon,Portland,Women,Street Footwear,70,550,385000,134750,0.35,In-store
9277,West Gear,1128299,23-12-2021,West,Oregon,Portland,Women,Athletic Footwear,70,550,385000,134750,0.35,In-store
9278,West Gear,1128299,23-12-2021,West,Oregon,Portland,Men,Apparel,80,475,380000,152000,0.4,In-store
9279,West Gear,1128299,23-12-2021,West,Oregon,Portland,Women,Apparel,85,575,488750,146625,0.3,In-store
9280,West Gear,1128299,17-01-2021,West,Oregon,Portland,Men,Street Footwear,35,400,140000,56000,0.4,In-store
9281,West Gear,1128299,17-01-2021,West,Oregon,Portland,Men,Athletic Footwear,45,400,180000,72000,0.4,In-store
9282,West Gear,1128299,17-01-2021,West,Oregon,Portland,Women,Street Footwear,45,400,180000,72000,0.4,In-store
9283,West Gear,1128299,17-01-2021,West,Oregon,Portland,Women,Athletic Footwear,45,250,112500,45000,0.4,In-store
9284,West Gear,1128299,17-01-2021,West,Oregon,Portland,Men,Apparel,50,200,100000,45000,0.45,In-store
9285,West Gear,1128299,17-01-2021,West,Oregon,Portland,Women,Apparel,45,450,202500,70875,0.35,In-store
9286,West Gear,1128299,17-02-2021,West,Oregon,Portland,Men,Street Footwear,35,500,175000,70000,0.4,In-store
9287,West Gear,1128299,17-02-2021,West,Oregon,Portland,Men,Athletic Footwear,45,400,180000,72000,0.4,In-store
9288,West Gear,1128299,17-02-2021,West,Oregon,Portland,Women,Street Footwear,45,400,180000,72000,0.4,In-store
9289,West Gear,1128299,24-02-2021,West,Oregon,Portland,Women,Athletic Footwear,39,58,2262,1085.76,0.48,Online
9290,West Gear,1128299,24-02-2021,West,Oregon,Portland,Men,Apparel,42,38,1596,829.92,0.52,Online
9291,West Gear,1128299,24-02-2021,West,Oregon,Portland,Women,Apparel,37,85,3145,1258,0.4,Online
9292,West Gear,1128299,23-03-2021,West,Oregon,Portland,Men,Street Footwear,38,128,4864,2383.36,0.49,Online
9293,West Gear,1128299,23-03-2021,West,Oregon,Portland,Men,Athletic Footwear,45,85,3825,1836,0.48,Online
9294,West Gear,1128299,23-03-2021,West,Oregon,Portland,Women,Street Footwear,54,88,4752,2138.4,0.45,Online
9295,West Gear,1128299,23-03-2021,West,Oregon,Portland,Women,Athletic Footwear,49,65,3185,1528.8,0.48,Online
9296,West Gear,1128299,23-03-2021,West,Oregon,Portland,Men,Apparel,54,26,1404,744.12,0.53,Online
9297,West Gear,1128299,23-03-2021,West,Oregon,Portland,Women,Apparel,49,87,4263,1790.46,0.42,Online
9298,West Gear,1128299,24-04-2021,West,Oregon,Portland,Men,Street Footwear,51,124,6324,2909.04,0.46,Online
9299,West Gear,1128299,24-04-2021,West,Oregon,Portland,Men,Athletic Footwear,54,83,4482,2196.18,0.49,Online
9300,West Gear,1128299,24-04-2021,West,Oregon,Portland,Women,Street Footwear,55,85,4675,2244,0.48,Online
9301,West Gear,1128299,24-04-2021,West,Oregon,Portland,Women,Athletic Footwear,41,63,2583,1291.5,0.5,Online
9302,West Gear,1128299,24-04-2021,West,Oregon,Portland,Men,Apparel,48,36,1728,864,0.5,Online
9303,West Gear,1128299,24-04-2021,West,Oregon,Portland,Women,Apparel,59,84,4956,2230.2,0.45,Online
9304,West Gear,1128299,25-05-2021,West,Oregon,Portland,Men,Street Footwear,48,145,6960,3132,0.45,Online
9305,West Gear,1128299,25-05-2021,West,Oregon,Portland,Men,Athletic Footwear,50,105,5250,2415,0.46,Online
9306,West Gear,1128299,25-05-2021,West,Oregon,Portland,Women,Street Footwear,50,95,4750,2375,0.5,Online
9307,West Gear,1128299,25-05-2021,West,Oregon,Portland,Women,Athletic Footwear,49,83,4067,1952.16,0.48,Online
9308,West Gear,1128299,25-05-2021,West,Oregon,Portland,Men,Apparel,41,44,1804,992.2,0.55,Online
9309,West Gear,1128299,25-05-2021,West,Oregon,Portland,Women,Apparel,54,158,8532,3839.4,0.45,Online
9310,West Gear,1128299,24-06-2021,West,Oregon,Portland,Men,Street Footwear,51,225,11475,5622.75,0.49,Online
9311,West Gear,1128299,24-06-2021,West,Oregon,Portland,Men,Athletic Footwear,62,169,10478,5134.22,0.49,Online
9312,West Gear,1128299,24-06-2021,West,Oregon,Portland,Women,Street Footwear,78,189,14742,6781.32,0.46,Online
9313,West Gear,1128299,24-06-2021,West,Oregon,Portland,Women,Athletic Footwear,74,158,11692,5846,0.5,Online
9314,West Gear,1128299,24-06-2021,West,Oregon,Portland,Men,Apparel,86,108,9288,4922.64,0.53,Online
9315,West Gear,1128299,24-06-2021,West,Oregon,Portland,Women,Apparel,95,189,17955,8079.75,0.45,Online
9316,West Gear,1128299,23-07-2021,West,Oregon,Portland,Men,Street Footwear,79,255,20145,9669.6,0.48,Online
9317,West Gear,1128299,23-07-2021,West,Oregon,Portland,Men,Athletic Footwear,85,196,16660,7830.2,0.47,Online
9318,West Gear,1128299,23-07-2021,West,Oregon,Portland,Women,Street Footwear,86,163,14018,6588.46,0.47,Online
9319,West Gear,1128299,23-07-2021,West,Oregon,Portland,Women,Athletic Footwear,82,165,13530,6494.4,0.48,Online
9320,West Gear,1128299,23-07-2021,West,Oregon,Portland,Men,Apparel,84,156,13104,6552,0.5,Online
9321,West Gear,1128299,23-07-2021,West,Oregon,Portland,Women,Apparel,97,150,14550,6111,0.42,Online
9322,West Gear,1128299,24-08-2021,West,Oregon,Portland,Men,Street Footwear,81,200,16200,7776,0.48,Online
9323,West Gear,1128299,24-08-2021,West,Oregon,Portland,Men,Athletic Footwear,76,233,17708,8676.92,0.49,Online
9324,West Gear,1128299,24-08-2021,West,Oregon,Portland,Women,Street Footwear,68,195,13260,6497.4,0.49,Online
9325,West Gear,1128299,24-08-2021,West,Oregon,Portland,Women,Athletic Footwear,68,119,8092,3722.32,0.46,Online
9326,West Gear,1128299,24-08-2021,West,Oregon,Portland,Men,Apparel,65,128,8320,4409.6,0.53,Online
9327,West Gear,1128299,24-08-2021,West,Oregon,Portland,Women,Apparel,69,73,5037,2216.28,0.44,Online
9328,West Gear,1128299,25-09-2021,West,Oregon,Portland,Men,Street Footwear,46,122,5612,2525.4,0.45,Online
9329,West Gear,1128299,25-09-2021,West,Oregon,Portland,Men,Athletic Footwear,51,122,6222,2862.12,0.46,Online
9330,West Gear,1128299,25-09-2021,West,Oregon,Portland,Women,Street Footwear,49,75,3675,1653.75,0.45,Online
9331,West Gear,1128299,25-09-2021,West,Oregon,Portland,Women,Athletic Footwear,49,52,2548,1172.08,0.46,Online
9332,West Gear,1128299,25-09-2021,West,Oregon,Portland,Men,Apparel,58,59,3422,1813.66,0.53,Online
9333,West Gear,1128299,25-09-2021,West,Oregon,Portland,Women,Apparel,41,73,2993,1257.06,0.42,Online
9334,West Gear,1128299,24-10-2021,West,Oregon,Portland,Men,Street Footwear,38,102,3876,1821.72,0.47,Online
9335,West Gear,1128299,24-10-2021,West,Oregon,Portland,Men,Athletic Footwear,50,142,7100,3266,0.46,Online
9336,West Gear,1128299,24-10-2021,West,Oregon,Portland,Women,Street Footwear,46,91,4186,2051.14,0.49,Online
9337,West Gear,1128299,24-10-2021,West,Oregon,Portland,Women,Athletic Footwear,44,81,3564,1710.72,0.48,Online
9338,West Gear,1128299,24-10-2021,West,Oregon,Portland,Men,Apparel,51,75,3825,2065.5,0.54,Online
9339,West Gear,1128299,24-10-2021,West,Oregon,Portland,Women,Apparel,58,105,6090,2618.7,0.43,Online
9340,West Gear,1128299,24-11-2021,West,Oregon,Portland,Men,Street Footwear,44,173,7612,3501.52,0.46,Online
9341,West Gear,1128299,24-11-2021,West,Oregon,Portland,Men,Athletic Footwear,48,195,9360,4680,0.5,Online
9342,West Gear,1128299,24-11-2021,West,Oregon,Portland,Women,Street Footwear,42,128,5376,2688,0.5,Online
9343,West Gear,1128299,24-11-2021,West,Oregon,Portland,Women,Athletic Footwear,51,131,6681,3073.26,0.46,Online
9344,West Gear,1128299,24-11-2021,West,Oregon,Portland,Men,Apparel,68,111,7548,4075.92,0.54,Online
9345,West Gear,1128299,24-11-2021,West,Oregon,Portland,Women,Apparel,76,149,11324,4756.08,0.42,Online
9346,West Gear,1128299,23-12-2021,West,Oregon,Portland,Men,Street Footwear,61,188,11468,5504.64,0.48,Online
9347,West Gear,1128299,23-12-2021,West,Oregon,Portland,Men,Athletic Footwear,72,218,15696,7377.12,0.47,Online
9348,West Gear,1128299,23-12-2021,West,Oregon,Portland,Women,Street Footwear,67,165,11055,4974.75,0.45,Online
9349,West Gear,1128299,23-12-2021,West,Oregon,Portland,Women,Athletic Footwear,67,143,9581,4311.45,0.45,Online
9350,West Gear,1128299,23-12-2021,West,Oregon,Portland,Men,Apparel,72,133,9576,4788,0.5,Online
9351,West Gear,1128299,23-12-2021,West,Oregon,Portland,Women,Apparel,77,173,13321,5328.4,0.4,Online
9352,West Gear,1128299,17-01-2021,West,Oregon,Portland,Men,Street Footwear,33,100,3300,1683,0.51,Online
9353,West Gear,1128299,17-01-2021,West,Oregon,Portland,Men,Athletic Footwear,42,100,4200,2268,0.54,Online
9354,West Gear,1128299,17-01-2021,West,Oregon,Portland,Women,Street Footwear,43,112,4816,2600.64,0.54,Online
9355,West Gear,1128299,17-01-2021,West,Oregon,Portland,Women,Athletic Footwear,41,68,2788,1533.4,0.55,Online
9356,West Gear,1128299,17-01-2021,West,Oregon,Portland,Men,Apparel,46,58,2668,1574.12,0.59,Online
9357,West Gear,1128299,17-01-2021,West,Oregon,Portland,Women,Apparel,41,122,5002,2400.96,0.48,Online
9358,West Gear,1128299,17-02-2021,West,Oregon,Portland,Men,Street Footwear,33,140,4620,2448.6,0.53,Online
9359,West Gear,1128299,17-02-2021,West,Oregon,Portland,Men,Athletic Footwear,41,116,4756,2425.56,0.51,Online
9360,West Gear,1128299,17-02-2021,West,Oregon,Portland,Women,Street Footwear,41,120,4920,2558.4,0.52,Online
9361,West Gear,1128299,24-02-2021,West,Oregon,Portland,Women,Athletic Footwear,29,64,1856,760.96,0.41,Outlet
9362,West Gear,1128299,24-02-2021,West,Oregon,Portland,Men,Apparel,32,43,1376,605.44,0.44,Outlet
9363,West Gear,1128299,24-02-2021,West,Oregon,Portland,Women,Apparel,28,98,2744,960.4,0.35,Outlet
9364,West Gear,1128299,23-03-2021,West,Oregon,Portland,Men,Street Footwear,28,143,4004,1601.6,0.4,Outlet
9365,West Gear,1128299,23-03-2021,West,Oregon,Portland,Men,Athletic Footwear,40,98,3920,1607.2,0.41,Outlet
9366,West Gear,1128299,23-03-2021,West,Oregon,Portland,Women,Street Footwear,41,112,4592,1744.96,0.38,Outlet
9367,West Gear,1128299,23-03-2021,West,Oregon,Portland,Women,Athletic Footwear,39,75,2925,1082.25,0.37,Outlet
9368,West Gear,1128299,23-03-2021,West,Oregon,Portland,Men,Apparel,43,30,1290,567.6,0.44,Outlet
9369,West Gear,1128299,23-03-2021,West,Oregon,Portland,Women,Apparel,40,90,3600,1260,0.35,Outlet
9370,West Gear,1128299,24-04-2021,West,Oregon,Portland,Men,Street Footwear,44,166,7304,2848.56,0.39,Outlet
9371,West Gear,1128299,24-04-2021,West,Oregon,Portland,Men,Athletic Footwear,39,88,3432,1407.12,0.41,Outlet
9372,West Gear,1128299,24-04-2021,West,Oregon,Portland,Women,Street Footwear,47,114,5358,2196.78,0.41,Outlet
9373,West Gear,1128299,24-04-2021,West,Oregon,Portland,Women,Athletic Footwear,34,70,2380,880.6,0.37,Outlet
9374,West Gear,1128299,24-04-2021,West,Oregon,Portland,Men,Apparel,36,39,1404,589.68,0.42,Outlet
